"","1-b","1-m","10-b","10-m","5-b","5-m","s-b","s-m"
"Cre12.g503350.t1.2.v5.5",0,0,10.117661506992,6.30030069298934,4.10244375789672,10.1850682008578,0,0
"Cre12.g503400.t1.2.v5.5",0,0,13.8227206503975,45.1182823820527,35.3835774118592,18.981263465235,0,0
"Cre12.g503450.t1.2.v5.5",0,0,58.2121792338907,82.3103800213123,80.7668614835916,44.906891612873,9.854081268308,0
"Cre12.g503500.t1.1.v5.5",9.90460777262166,1.9631979412735,79.3737670337261,51.2153475688166,70.6389534562841,32.4070351845475,147.81121902462,0
"Cre12.g503550.t1.2.v5.5",0,0,39.1168744178776,136.574260183511,70.3825507214156,151.387150076386,0,1621.6375457097
"Cre12.g503600.t1.2.v5.5",9.90460777262166,1.9631979412735,45.6719790562104,71.1324271789119,43.2038608253498,18.981263465235,0,10.5301139331799
"Cre12.g503650.t1.2.v5.5",0,0,7.41011828681105,17.0717825229389,8.33308888322771,17.1294328832608,0,0
"Cre12.g503700.t1.2.v5.5",0,0,0,3.86147461828379,0,0,0,0
"Cre12.g503750.t1.1.v5.5",4.95230388631083,3.92639588254701,2.35128753331505,6.09706518676388,9.87150529243898,3.24070351845475,0,0
"Cre12.g503800.t1.1.v5.5",0,0,63.4847633995062,112.185999436455,91.279373613202,98.1470208446296,9.854081268308,0
"Cre12.g503850.t1.1.v5.5",4.95230388631083,2.94479691191026,99.965345734576,301.601491238586,100.253469333601,117.591241955358,128.103056488004,21.0602278663597
"Cre12.g503900.t1.2.v5.5",0,0,3.27755231916643,62.393300411217,24.8710652822489,6.94436468240304,0,0
"Cre12.g503950.t1.2.v5.5",0,0,2.70754322018096,35.159742577005,12.3073312736902,26.8515434386251,0,0
"Cre12.g504000.t1.1.v5.5",0,6.87119279445727,3.27755231916643,4.26794563073471,6.92287384145071,0,0,0
"Cre12.g504050.t1.1.v5.5",4.95230388631083,0,24.0828844321359,45.9312244069545,26.9222871611972,13.4257717193125,9.854081268308,0
"Cre12.g504100.t1.1.v5.5",0,0,8.83514103427471,4.26794563073471,11.9227271713873,1.38887293648061,0,0
"Cre12.g504150.t1.2.v5.5",0,0,5.41508644036192,0,13.3329422131643,18.981263465235,0,0
"Cre12.g504150.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504200.t1.2.v5.5",5135.53913010433,6780.88568915869,1238.84352550754,2898.74802529377,3990.9085682289,3924.02900320321,9174.14966079475,37487.2056021203
"Cre12.g504250.t1.1.v5.5",24.7615194315542,0,16.2452593210858,21.1364926474481,26.4094816914601,22.6849246291833,463.141819610476,0
"Cre12.g504300.t1.1.v5.5",9.90460777262166,150.184642507423,14.1789763372635,10.1617753112731,12.691935375993,8.79619526437718,0,0
"Cre12.g504302.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504350.t1.2.v5.5",0,0,7.90887624842333,20.1203151163208,0.256402734868545,6.94436468240304,0,0
"Cre12.g504400.t1.2.v5.5",9.90460777262166,1.9631979412735,39.5443812421167,53.8574091497476,7.17927657631926,0,0,10.5301139331799
"Cre12.g504450.t1.2.v5.5",0,0,0,0.203235506225463,0,0,0,31.5903417995396
"Cre12.g504500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504550.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504700.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504750.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504800.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g504850.t1.2.v5.5",0,0,0,0,0.128201367434272,0,0,0
"Cre12.g504900.t1.1.v5.5",9.90460777262166,0.981598970636752,14.8914877109953,6.30030069298934,36.1527856164648,78.7027997339011,19.708162536616,0
"Cre12.g504950.t1.2.v5.5",0,145.276647654239,25.1516514927337,56.0929997182277,31.2811336539625,36.1106963484958,0,0
"Cre12.g505000.t1.2.v5.5",0,1.9631979412735,5.9138444019742,0,1.410215041777,0.462957645493536,0,0
"Cre12.g505050.t1.2.v5.5",0,201.227788980534,69.6123612136,122.754245760179,149.098190326059,387.032591632596,9.854081268308,10.5301139331799
"Cre12.g505100.t1.1.v5.5",0,0.981598970636752,31.7067561310665,54.8735866808749,45.2550827042982,40.7402728034311,0,0
"Cre12.g505150.t1.1.v5.5",0,0.981598970636752,8.4788853474088,21.3397281536736,5.51265879967371,0.462957645493536,0,10.5301139331799
"Cre12.g505151.t1.1.v5.5",0,0,4.13256596764462,0,0.256402734868545,0,0,0
"Cre12.g505200.t1.2.v5.5",4.95230388631083,0,23.9403821573895,8.94236227392035,12.1791299062559,9.25915290987071,0,0
"Cre12.g505250.t1.2.v5.5",9.90460777262166,0,12.5402001776802,7.92618474279304,8.46129025066198,26.3885857931315,0,0
"Cre12.g505300.t1.2.v5.5",0,472.149104876278,55.2908826015902,52.8412316186203,70.5107520888498,12.0368987828319,0,0
"Cre12.g505350.t1.2.v5.5",0,0,49.804545023855,37.1920976392596,59.2290317546339,236.108399201703,0,0
"Cre12.g505400.t1.2.v5.5",9.90460777262166,0.981598970636752,5.13008189086919,0,25.5120721194202,9.72211055536425,0,0
"Cre12.g505450.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505550.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505600.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g505650.t1.2.v5.5",0,0.981598970636752,41.1831574016999,13.4135434108805,14.4867545200728,42.1291457399117,0,10.5301139331799
"Cre12.g505700.t1.2.v5.5",4.95230388631083,599.756971059056,45.6719790562104,71.9453692038137,30.7683281842254,67.5918162420562,3448.9284439078,0
"Cre12.g505750.t1.2.v5.5",0,0,14.2502274746366,17.2750180291643,38.9732157000188,19.4442211107285,0,0
"Cre12.g505800.t1.1.v5.5",0,5.88959382382051,72.3199044337809,12.1941303735278,57.8188167128569,43.0550610308988,49.27040634154,0
"Cre12.g505850.t1.2.v5.5",0,0.981598970636752,74.3861874176033,98.7724560255748,39.6142225371902,38.888442221457,0,0
"Cre12.g505900.t1.1.v5.5",0,0,8.97764330902108,13.0070723984296,15.7687681944155,7.87027997339011,0,0
"Cre12.g505950.t1.2.v5.5",0,1.9631979412735,11.3289308423361,29.875619415143,18.5891982779695,39.8143575124441,0,0
"Cre12.g506000.t1.2.v5.5",0,1.9631979412735,14.1789763372635,36.7856266268087,48.460116890155,60.1844939141596,0,0
"Cre12.g506050.t1.1.v5.5",0,0,26.7904276523169,19.7138441038699,27.4350926309343,10.1850682008578,0,0
"Cre12.g506200.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506250.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506300.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506350.t1.2.v5.5",0,0,0,0,0.384604102302817,0,0,0
"Cre12.g506400.t1.2.v5.5",0,0,3.84756141815189,8.94236227392035,1.92302051151409,0,0,0
"Cre12.g506450.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506500.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506550.t1.1.v5.5",0,3.92639588254701,0.142502274746366,0,1.410215041777,0,0,0
"Cre12.g506600.t1.2.v5.5",24.7615194315542,0.981598970636752,55.4333848763365,38.6147461828379,30.8965295516597,62.9622397871209,19.708162536616,94.7710253986188
"Cre12.g506650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g506700.t1.2.v5.5",0,0,0,4.06471012450925,0,0,0,0
"Cre12.g506750.t1.1.v5.5",0,0,3.49130573128598,0.203235506225463,2.17942324638263,0,0,0
"Cre12.g506850.t1.2.v5.5",0,0,0,2.64206158093101,0.384604102302817,0,0,0
"Cre12.g506851.t1.1.v5.5",0,0,0.0712511373731832,0.203235506225463,1.02561093947418,0,0,0
"Cre12.g506900.t1.2.v5.5",0,5.88959382382051,9.333898995887,3.04853259338194,1.79481914407981,0,0,0
"Cre12.g507000.t1.1.v5.5",4.95230388631083,0.981598970636752,1.35377161009048,0.203235506225463,4.35884649276526,0,0,94.7710253986188
"Cre12.g507001.t1.2.v5.5",0,0,2.85004549492733,0,3.58963828815963,0,0,0
"Cre12.g507002.t1.2.v5.5",0,0,0.0712511373731832,0,0.51280546973709,0,0,0
"Cre12.g507004.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507005.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507006.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507007.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507050.t1.2.v5.5",0,0,4.70257506663009,7.72294923656758,1.02561093947418,13.8887293648061,0,0
"Cre12.g507051.t1.1.v5.5",0,0,4.41757051713736,0,3.97424239046245,0,0,0
"Cre12.g507100.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507150.t1.2.v5.5",0,0,56.9296587611734,57.109177249355,12.691935375993,12.4998564283255,0,10.5301139331799
"Cre12.g507200.t1.1.v5.5",4.95230388631083,14.7239845595513,25.0091492179873,19.1041375851935,19.743010584878,68.5177315330433,59.124487609848,0
"Cre12.g507250.t1.1.v5.5",34.6661272041758,0,32.2055140926788,6.5035361992148,13.0765394782958,6.4814070369095,167.519381561236,10.5301139331799
"Cre12.g507300.t1.2.v5.5",950.842346171679,878.531078719893,560.461446577459,798.512303959842,508.190220509456,449.06891612873,9.854081268308,42.1204557327195
"Cre12.g507333.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507350.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507400.t1.2.v5.5",9.90460777262166,67.7303289739359,80.0862784074579,131.086901515423,42.9474580904813,25.925628147638,0,10.5301139331799
"Cre12.g507450.t1.2.v5.5",767.607102378179,171.779819861432,49.1632847874964,78.4489054030285,46.2806936437723,72.2213926969916,0,0
"Cre12.g507500.t1.1.v5.5",0,0,1.42502274746366,8.53589126146943,0.256402734868545,7.87027997339011,0,0
"Cre12.g507550.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507550.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507556.t1.1.v5.5",0,0.981598970636752,0,0,0,0,0,0
"Cre12.g507557.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507557.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507558.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507559.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507600.t1.2.v5.5",0,0.981598970636752,17.8127843432958,13.8200144233315,7.05107520888498,0.925915290987071,19.708162536616,10.5301139331799
"Cre12.g507650.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507650.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507700.t1.1.v5.5",9.90460777262166,281.718904572748,22.0878525856868,11.9908948673023,22.3070379335634,0.462957645493536,137.957137756312,0
"Cre12.g507750.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507750.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g507800.t1.2.v5.5",4.95230388631083,0,35.6255686865916,109.74717336175,42.5628539881784,43.0550610308988,19.708162536616,0
"Cre12.g507850.t1.1.v5.5",0,0,0,0,1.15381230690845,0,0,0
"Cre12.g507872.t1.1.v5.5",0,0.981598970636752,0.356255686865916,0,0.256402734868545,1.38887293648061,137.957137756312,0
"Cre12.g507900.t1.1.v5.5",0,0,0,0,0,0.462957645493536,0,0
"Cre12.g507909.t1.2.v5.5",0,0,34.3430482138743,23.3720832159282,33.2041541654766,18.5183058197414,9.854081268308,0
"Cre12.g507950.t1.1.v5.5",0,0,23.0853685089114,10.974717336175,4.23064512533099,11.1109834918449,0,0
"Cre12.g508000.t1.1.v5.5",0,0,94.3365058820945,65.035361992148,66.0237042286503,89.3508255802524,0,0
"Cre12.g508050.t1.2.v5.5",24.7615194315542,168.835022949521,39.8293857916094,33.5338585272013,33.3323555329108,31.944077539054,0,10.5301139331799
"Cre12.g508100.t1.1.v5.5",4.95230388631083,0,9.7614058201261,5.28412316186203,22.1788365661291,56.0178751047178,0,0
"Cre12.g508150.t1.2.v5.5",411.041222563799,277.792508690201,141.647261097888,152.020158656646,78.9720423395118,74.5361809244592,0,42.1204557327195
"Cre12.g508200.t1.2.v5.5",0,0,38.7606187310117,24.7947317595064,7.05107520888498,26.8515434386251,0,0
"Cre12.g508233.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508250.t1.1.v5.5",836.93935678653,0,108.159226532492,54.2638801621985,81.7924724230658,58.795620977679,0,0
"Cre12.g508300.t1.1.v5.5",0,0,0,0,1.92302051151409,0.462957645493536,0,0
"Cre12.g508302.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508350.t1.2.v5.5",0,0,5.62883985248147,6.30030069298934,4.61524922763381,0,0,0
"Cre12.g508450.t1.1.v5.5",0,0,3.56255686865916,4.26794563073471,2.3076246138169,0,0,0
"Cre12.g508500.t1.2.v5.5",203.044459338744,342.578040752227,100.321601421442,324.363867935838,266.787045630721,236.108399201703,9.854081268308,0
"Cre12.g508550.t1.1.v5.5",0,243.436544717915,17.5277797938031,86.1718546395961,17.9481914407981,42.1291457399117,0,0
"Cre12.g508642.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g508643.t1.1.v5.5",0,0,1.92378070907595,0,2.05122187894836,0,0,0
"Cre12.g508644.t1.1.v5.5",0,0,19.0953048160131,48.1668149754346,3.33323555329108,11.1109834918449,9.854081268308,0
"Cre12.g508650.t1.1.v5.5",0,47.1167505905641,14.6777342988757,0.203235506225463,1.15381230690845,0.462957645493536,88.686731414772,0
"Cre12.g508700.t1.2.v5.5",0,0,40.7556505774608,26.4206158093101,42.0500485184414,17.1294328832608,0,0
"Cre12.g508750.t1.2.v5.5",851.796268445463,9.81598970636752,198.220664172196,545.280863202916,1106.37780095777,2175.90093381962,9.854081268308,31.5903417995396
"Cre12.g508850.t1.1.v5.5",0,0,13.1102092766657,32.1112099836231,13.8457476829014,5.09253410042889,0,0
"Cre12.g508852.t1.1.v5.5",0,12.7607866182778,8.62138762215517,0,3.07683281842254,0,0,0
"Cre12.g508853.t1.1.v5.5",29.713823317865,0,2.63629208280778,0,2.94863145098827,0,0,0
"Cre12.g508900.t1.2.v5.5",0,181.595809567799,40.9694039895803,65.2385974983735,48.7165196250235,21.2960516927026,0,0
"Cre12.g509000.t1.1.v5.5",0,0.981598970636752,45.7432301935836,58.1253547804823,5.64086016710799,14.8146446557931,0,0
"Cre12.g509001.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g509050.t1.1.v5.5",0,0,23.5841264705236,22.1526701785754,41.6654444161385,86.5730797072912,305.476519317548,0
"Cre12.g509100.t1.2.v5.5",4.95230388631083,0,4.70257506663009,7.31647822411665,8.58949161809625,12.4998564283255,0,0
"Cre12.g509150.t1.1.v5.5",0,144.295048683603,69.3986078014804,90.4398002703308,57.1778098756855,140.276166584541,0,0
"Cre12.g509200.t1.2.v5.5",0,0,8.33638307266243,5.69059417431295,21.7942324638263,0,0,0
"Cre12.g509250.t1.1.v5.5",0,0,9.40515013326018,6.91000721166573,0.128201367434272,9.25915290987071,0,0
"Cre12.g509300.t1.2.v5.5",0,0,8.33638307266243,0.203235506225463,13.0765394782958,0,0,10.5301139331799
"Cre12.g509350.t1.2.v5.5",4.95230388631083,1.9631979412735,13.4664649635316,32.3144454898485,30.8965295516597,64.814070369095,0,0
"Cre12.g509400.t1.2.v5.5",39.6184310904866,0.981598970636752,44.5319608582395,52.6379961123948,29.8709186121855,12.0368987828319,0,0
"Cre12.g509450.t1.1.v5.5",0,0,0,9.34883328637128,2.43582598125118,0,0,0
"Cre12.g509450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g509500.t1.1.v5.5",0,3.92639588254701,10.8301728807238,15.4458984731352,7.94848478092489,0,0,0
"Cre12.g509550.t1.1.v5.5",0,3.92639588254701,45.2444722319713,32.7209165022995,20.3840174220493,45.3698492583665,0,1053.01139331799
"Cre12.g509600.t1.1.v5.5",0,0,0,0,5.1280546973709,9.72211055536425,0,0
"Cre12.g509650.t1.2.v5.5",510.087300290016,0.981598970636752,36.8368380219357,48.9797570003365,66.9211138006902,95.8322326171619,0,0
"Cre12.g509700.t1.1.v5.5",693.322544083516,10.7975886770043,23.3703730584041,39.6309237139652,28.0760994681057,0.462957645493536,0,1568.9869760438
"Cre12.g509750.t1.2.v5.5",0,0,138.868466740334,163.198111499046,113.330008811897,106.480258463513,0,21.0602278663597
"Cre12.g509800.t1.2.v5.5",4.95230388631083,0,13.4664649635316,10.974717336175,13.0765394782958,16.6664752377673,0,0
"Cre12.g509850.t1.1.v5.5",871.605483990706,200.246190009898,23.7978798826432,34.9565070707796,54.4855811595658,13.8887293648061,187.227544097852,0
"Cre12.g509900.t1.1.v5.5",0,5.88959382382051,14.0364740625171,6.91000721166573,8.33308888322771,10.6480258463513,0,10.5301139331799
"Cre12.g509950.t1.1.v5.5",9.90460777262166,150.184642507423,49.4482893369891,50.8088765563656,47.3063045832465,12.0368987828319,0,0
"Cre12.g510000.t1.2.v5.5",0,0.981598970636752,37.6918516704139,68.4903655979809,39.6142225371902,191.664465234324,0,0
"Cre12.g510034.t1.1.v5.5",0,169.816621920158,8.55013648478198,18.2911955602916,7.56388067862207,0,0,0
"Cre12.g510050.t1.2.v5.5",485.325780858461,0.981598970636752,199.43193350754,238.192013296242,133.84222760138,153.701938303854,0,0
"Cre12.g510100.t1.1.v5.5",9.90460777262166,0,26.1491674159582,47.5571084567582,33.5887582677794,31.4811198935604,0,0
"Cre12.g510150.t1.2.v5.5",0,48.0983495612009,53.0108462056483,67.8806590793045,81.5360696881973,22.6849246291833,0,0
"Cre12.g510200.t1.2.v5.5",0,0,13.2527115514121,16.4620760042625,6.15366563684508,22.6849246291833,0,0
"Cre12.g510250.t1.2.v5.5",0,122.699871329594,29.4979708724978,14.4297209420078,27.4350926309343,52.7771715862631,0,0
"Cre12.g510252.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g510300.t1.1.v5.5",4.95230388631083,210.062179716265,42.8931846986563,56.702706236904,33.5887582677794,31.0181622480669,0,0
"Cre12.g510350.t1.1.v5.5",19.8092155452433,1.9631979412735,16.4590127332053,8.33265575524396,0.384604102302817,0,0,10.5301139331799
"Cre12.g510400.t1.1.v5.5",0,0,33.844290252262,31.2982679587212,71.0235575585869,253.237832084964,0,0
"Cre12.g510450.t1.2.v5.5",2169.10910220414,3220.62622265918,239.831328398135,677.383942249467,896.383961100433,1066.65441521711,59.124487609848,13204.7628722076
"Cre12.g510500.t1.1.v5.5",0,0.981598970636752,19.9503184644913,62.7997714236679,62.9468714102278,171.757286478102,0,0
"Cre12.g510550.t1.2.v5.5",752.750190719246,0,11.0439262928434,2.23559056848009,5.64086016710799,0,9.854081268308,0
"Cre12.g510600.t1.2.v5.5",0,0,25.0091492179873,52.8412316186203,31.4093350213967,10.6480258463513,0,10.5301139331799
"Cre12.g510650.t1.2.v5.5",0,599.756971059056,191.879312945982,337.574175840493,464.858158316672,851.379110062612,9.854081268308,42.1204557327195
"Cre12.g510750.t1.1.v5.5",0,163.927028096338,5.20133302824237,29.4691484026921,19.2302051151409,22.2219669836897,0,0
"Cre12.g510751.t1.1.v5.5",0,0,0,0,0.128201367434272,0,0,0
"Cre12.g510752.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g510800.t1.2.v5.5",0,0.981598970636752,50.5883075349601,24.7947317595064,53.0753661177888,52.3142139407695,118.248975219696,0
"Cre12.g510850.t1.2.v5.5",0,0,41.3969108138194,34.3468005521032,10.2561093947418,18.981263465235,0,0
"Cre12.g510900.t1.2.v5.5",4.95230388631083,195.338195156714,55.0771291894706,77.4327278719012,49.9985332993663,102.313639654071,0,0
"Cre12.g510950.t1.2.v5.5",4.95230388631083,119.755074417684,36.1955777855771,50.8088765563656,33.2041541654766,71.2954774060045,9.854081268308,0
"Cre12.g511000.t1.1.v5.5",0,0,4.63132392925691,0,5.51265879967371,0,0,0
"Cre12.g511050.t1.2.v5.5",584.371858584678,146.258246624876,26.434171965451,34.3468005521032,39.1014170674531,56.4808327502114,0,10.5301139331799
"Cre12.g511100.t1.1.v5.5",4.95230388631083,165.890226037611,39.9006369289826,31.2982679587212,83.3308888322771,54.6290021682372,0,10.5301139331799
"Cre12.g511150.t1.2.v5.5",1069.69763944314,0,23.5128753331505,12.8038368922041,8.97409572039907,8.33323761888364,0,0
"Cre12.g511200.t1.2.v5.5",0,0,27.7166924381683,35.7694490956814,50.5113387691033,43.5180186763924,0,10.5301139331799
"Cre12.g511250.t1.2.v5.5",0,0,2.06628298382231,8.53589126146943,0,0,0,0
"Cre12.g511300.t1.1.v5.5",0,189.448601332893,3.27755231916643,4.47118113696018,14.3585531526385,34.2588657665216,0,0
"Cre12.g511350.t1.1.v5.5",0,169.816621920158,26.6479253775705,0.203235506225463,16.1533722967183,49.5364680678083,0,0
"Cre12.g511400.t1.1.v5.5",0,0,26.9329299270632,19.7138441038699,14.3585531526385,18.0553481742479,0,0
"Cre12.g511550.t1.2.v5.5",0,0,0,0,0.256402734868545,0,0,0
"Cre12.g511600.t1.1.v5.5",0,218.896570451996,17.100272969564,12.1941303735278,25.3838707519859,46.7587221948471,9.854081268308,0
"Cre12.g511640.t1.1.v5.5",0,146.258246624876,40.4706460279681,33.7370940334268,28.0760994681057,6.94436468240304,0,0
"Cre12.g511650.t1.1.v5.5",0,10.7975886770043,61.7747361025498,55.2800576933258,59.4854344895024,130.554056029177,19.708162536616,0
"Cre12.g511700.t1.2.v5.5",9.90460777262166,0,12.9677070019193,14.0232499295569,7.94848478092489,0,0,0
"Cre12.g511750.t1.2.v5.5",0,0,2.85004549492733,11.7876593610768,24.1018570776432,33.3329504755346,0,0
"Cre12.g511800.t1.1.v5.5",4.95230388631083,0,17.5990309311762,3.04853259338194,15.7687681944155,4.62957645493536,0,0
"Cre12.g511850.t1.2.v5.5",1099.411462761,416.197963549983,251.017756965724,264.815864611778,231.403468218862,242.589806238613,2286.14685424746,10.5301139331799
"Cre12.g511900.t1.2.v5.5",0,86.3807094160342,176.417816136002,355.865371400785,433.961628765012,793.972362021414,0,0
"Cre12.g511902.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g511950.t1.2.v5.5",0,0,0,0.203235506225463,1.28201367434272,0,0,0
"Cre12.g511952.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512000.t1.1.v5.5",1376.74048039441,708.714456799735,311.011214633945,293.675306495793,352.297357709381,351.384852929594,19.708162536616,0
"Cre12.g512050.t1.1.v5.5",0,0,28.9279617735124,1.82911955602916,8.71769298553053,0,0,0
"Cre12.g512100.t1.1.v5.5",0,0,62.9860054378939,17.8847245478407,37.9476047605446,16.6664752377673,0,10.5301139331799
"Cre12.g512200.t1.1.v5.5",0,6.87119279445727,8.55013648478198,24.3882607470555,14.4867545200728,71.758435051498,9.854081268308,0
"Cre12.g512202.t1.1.v5.5",0,0,0,0.203235506225463,0,0,0,0
"Cre12.g512250.t1.1.v5.5",14.8569116589325,122.699871329594,7.76637397367697,3.45500360583286,7.94848478092489,11.5739411373384,9.854081268308,0
"Cre12.g512300.t1.2.v5.5",163.426028248257,213.006976628175,54.6496223652315,80.0747894528322,35.2553760444249,43.9809763218859,19.708162536616,0
"Cre12.g512350.t1.2.v5.5",0,0,6.05634667672057,0.203235506225463,0,0.462957645493536,0,10.5301139331799
"Cre12.g512400.t1.1.v5.5",4.95230388631083,0,14.3214786120098,11.9908948673023,42.9474580904813,86.1101220617976,19.708162536616,0
"Cre12.g512450.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512500.t1.1.v5.5",0,478.038698700098,38.6181164562653,47.7603439629837,27.4350926309343,29.6292893115863,0,0
"Cre12.g512550.t1.2.v5.5",0,0,27.2891856139292,34.7532715645541,3.20503418585681,11.5739411373384,0,0
"Cre12.g512600.t1.2.v5.5",12103.4306981437,15876.3817510788,2391.18817024403,5935.08648830218,8399.75359429353,7827.6878700047,33306.794686881,95223.8202977456
"Cre12.g512650.t1.1.v5.5",14.8569116589325,0,10.7589217433507,0,13.0765394782958,6.4814070369095,0,0
"Cre12.g512700.t1.2.v5.5",4.95230388631083,0,28.7142083613928,67.4741880668536,51.9215538108803,6.4814070369095,0,0
"Cre12.g512750.t1.1.v5.5",0,0,0,0,0,0,0,1726.9386850415
"Cre12.g512750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512788.t1.2.v5.5",0,0,0,0.203235506225463,0,0,0,0
"Cre12.g512790.t1.1.v5.5",0,0,0,0.203235506225463,0,0,0,0
"Cre12.g512850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre12.g512950.t1.2.v5.5",0,0,2.77879435755414,0,5.89726290197653,9.72211055536425,0,0
"Cre12.g513000.t1.1.v5.5",4.95230388631083,0,38.0481073572798,63.6127134485698,23.2044475056033,0,0,0
"Cre12.g513100.t1.2.v5.5",4.95230388631083,0.981598970636752,5.9138444019742,0,1.410215041777,0.462957645493536,0,0
"Cre12.g513150.t1.2.v5.5",4.95230388631083,171.779819861432,51.3008189086919,60.7674163614133,60.1264413266738,31.0181622480669,9.854081268308,0
"Cre12.g513200.t1.2.v5.5",772.55940626449,1120.00442549653,234.772497644639,319.892686798878,598.572184550618,675.455204775069,19.708162536616,21.0602278663597
"Cre12.g513254.t1.2.v5.5",19.8092155452433,57.9143392675684,150.054895307924,85.1556771084688,164.73875715304,12.4998564283255,9.854081268308,0
"Cre12.g513300.t1.2.v5.5",0,0,30.1392311088565,43.492398332249,28.717106305277,27.3145010841186,0,1874.36028010602
"Cre12.g513350.t1.1.v5.5",0,3.92639588254701,112.36304363751,95.9271589384183,76.2798136233921,137.035463066087,19.708162536616,1821.70971044012
"Cre12.g513400.t1.1.v5.5",14.8569116589325,7.85279176509402,5.48633757773511,10.974717336175,1.15381230690845,0.462957645493536,19.708162536616,0
"Cre12.g513450.t1.2.v5.5",1317.31283375868,123.681470300231,41.4681619511926,59.9544743365114,27.4350926309343,37.0366116394829,0,0
"Cre12.g513500.t1.2.v5.5",0,0,39.6156323794899,48.1668149754346,86.5359230181339,37.4995692849764,19.708162536616,0
"Cre12.g513550.t1.2.v5.5",4.95230388631083,0,28.0729481250342,42.2729852948962,12.5637340085587,0,0,1116.19207691707
"Cre12.g513600.t1.2.v5.5",4.95230388631083,100.123095004949,33.9867925270084,94.5045103948401,107.689148644789,116.202369018877,157.665300292928,94.7710253986188
"Cre12.g513650.t1.2.v5.5",0,0,3.13505004442006,0,14.4867545200728,5.09253410042889,0,0
"Cre12.g513700.t1.1.v5.5",0,0,3.42005459391279,7.11324271789119,12.5637340085587,0,0,0
"Cre12.g513701.t1.2.v5.5",4.95230388631083,0.981598970636752,39.5443812421167,20.1203151163208,9.10229708783334,2.77774587296121,0,0
"Cre12.g513750.t1.1.v5.5",4.95230388631083,0.981598970636752,6.05634667672057,55.8897642120022,36.0245842490306,10.1850682008578,0,1063.54150725117
"Cre12.g513800.t1.2.v5.5",0,0,3.63380800603234,0,2.82043008355399,0,0,0
