"","1-m","1-t","10-m","10-t","5-m","5-t","s-m","s-t"
"Cre07.g337516.t1.1.v5.5",1.02971563692018,0,0,3.01580149682562,0,87.8284954973485,0,0
"Cre07.g337582.t1.1.v5.5",6.17829382152108,0,4.88460571166869,9.69946967897968,1.90210912504496,3.41081535912033,0,0
"Cre07.g337650.t1.2.v5.5",2.05943127384036,87.6937402560894,57.72715841063,130.49454584913,137.90291156576,81.0068647791078,0,58.1953404941501
"Cre07.g337676.t1.1.v5.5",0,0,0,1.30413037700567,0,0,0,0
"Cre07.g337700.t1.1.v5.5",0,0,0.222027532348577,3.99389927957987,3.80421825008992,0,10.1666236033383,0
"Cre07.g337750.t1.1.v5.5",0,0,0.222027532348577,3.42334223963989,0,0,0,0
"Cre07.g337800.t1.2.v5.5",0,0,0,0.0815081485628545,3.80421825008992,0,0,0
"Cre07.g337850.t1.1.v5.5",0,0,12.6555693438689,23.7188712317907,43.7485098760341,0,0,23.2781361976601
"Cre07.g337900.t1.1.v5.5",0,0,0,3.34183409107703,0,0,0,69.8344085929802
"Cre07.g337914.t1.2.v5.5",0,0,0,0,0.47552728126124,0,0,0
"Cre07.g337933.t1.1.v5.5",0,28.6222624446958,0,0,0,0,0,0
"Cre07.g337950.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338000.t1.2.v5.5",0,84.9533108730866,67.2743423016188,39.6129602015473,18.0700366879271,208.91244074612,0,0
"Cre07.g338050.t1.2.v5.5",357.311326011302,270.084540302609,284.417268938527,132.613757711764,179.273785035487,0,10.1666236033383,11.63906809883
"Cre07.g338100.t1.2.v5.5",8.23772509536144,97.1329970197656,0,0.489048891377127,0.47552728126124,0,0,0
"Cre07.g338150.t1.1.v5.5",1.02971563692018,0.304492153666977,37.3006254345609,15.6495645240681,14.2658184378372,22.1702998342821,0,0
"Cre07.g338200.t1.2.v5.5",1.02971563692018,0,14.8758446673546,13.3673363643081,9.98607290648604,0.852703839780082,0,11.63906809883
"Cre07.g338250.t1.1.v5.5",0,81.9083893364168,5.10663324401727,5.29802965658554,0,0,0,0
"Cre07.g338300.t1.1.v5.5",1.02971563692018,0.304492153666977,34.636295046378,23.6373630832278,0,0,0,0
"Cre07.g338350.t1.2.v5.5",288.32037833765,131.236118230467,75.2673334661675,65.6955677416607,267.246332068817,46.8987111879045,0,0
"Cre07.g338400.t1.1.v5.5",0,0,6.21677090576015,9.61796153041683,0.47552728126124,0,0,0
"Cre07.g338451.t1.1.v5.5",402.61881403579,417.458742677425,295.074590491259,387.163705673559,164.532439316389,3.41081535912033,0,11.63906809883
"Cre07.g338500.t1.1.v5.5",0,0.304492153666977,36.190487772818,40.1835172414873,16.6434548441434,0,0,93.1125447906402
"Cre07.g338550.t1.1.v5.5",70.0206633105722,1.52246076833488,25.3111386877378,20.8660860320907,0.47552728126124,3.41081535912033,0,104.75161288947
"Cre07.g338602.t1.1.v5.5",0,0.913476461000931,17.7622025878861,49.1494135834013,0.47552728126124,115.967722210091,0,0
"Cre07.g338650.t1.1.v5.5",0,0,0,2.28222815975993,0,0,0,0
"Cre07.g338665.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338700.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre07.g338700.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338750.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338750.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338800.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338800.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338850.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g338900.t1.1.v5.5",0,34.1031212107014,15.9859823290975,6.35763558790265,0,0,0,0
"Cre07.g338950.t1.2.v5.5",0,50.2412053550512,25.7551937524349,49.2309217319641,1.42658184378372,0,1291.16119762396,0
"Cre07.g339000.t1.1.v5.5",0,0,6.88285350280588,12.0632059873025,37.0911279383767,0,0,0
"Cre07.g339050.t1.2.v5.5",177.111089550271,152.550568987155,90.3652056658708,105.634560537459,39.4687643446829,1.70540767956016,0,0
"Cre07.g339100.t1.1.v5.5",72.0800945844126,12.1796861466791,0.222027532348577,26.0826075401134,31.3848005632418,6.82163071824066,81.332988826706,186.22508958128
"Cre07.g339104.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339104.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339150.t1.1.v5.5",436.599430054156,290.790006751963,739.351682720761,1038.82135343358,309.092732819806,379.453208702137,10.1666236033383,11.63906809883
"Cre07.g339200.t1.2.v5.5",0,0,0,4.23842372526843,0,0,0,0
"Cre07.g339200.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339250.t1.2.v5.5",0,0,35.7464327081209,29.9949986711304,40.4198189072054,0.852703839780082,10.1666236033383,0
"Cre07.g339300.t1.2.v5.5",1.02971563692018,0,107.905380721408,121.93619025003,9.03501834396356,0.852703839780082,0,0
"Cre07.g339350.t1.1.v5.5",0,42.0199172060428,5.55068830871442,8.15081485628545,0,0,10.1666236033383,0
"Cre07.g339400.t1.1.v5.5",0,0,10.6573215527317,4.482948170957,27.1050550318907,0,0,0
"Cre07.g339450.t1.1.v5.5",0,0.304492153666977,11.1013766174288,5.46104595371125,0,0,0,0
"Cre07.g339500.t1.2.v5.5",0,0,11.545431682126,11.4926489473625,17.5945094066659,138.990725884153,0,0
"Cre07.g339550.t1.1.v5.5",0,0,5.772715841063,2.44524445688563,0,0,0,0
"Cre07.g339554.t1.2.v5.5",0,22.5324193713563,55.5068830871442,34.6409631392132,33.762436969548,0,0,0
"Cre07.g339600.t1.2.v5.5",0,62.7253836553973,39.7429282903952,21.9256919634079,79.8885832518883,0,0,3177.4655909806
"Cre07.g339633.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339633.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339700.t1.2.v5.5",2.05943127384036,102.309363632104,46.4037542608526,51.9206906345383,29.4826914381969,0,0,0
"Cre07.g339750.t1.2.v5.5",0,0,0,2.93429334826276,12.3637093127922,0,0,0
"Cre07.g339750.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339850.t1.1.v5.5",0,0,0,0.407540742814272,6.65738193765736,0,10.1666236033383,0
"Cre07.g339850.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339876.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339900.t1.1.v5.5",0,0,12.2115142791717,5.05350521089698,7.1329092189186,0,10.1666236033383,0
"Cre07.g339926.t1.1.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre07.g339950.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g339950.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g340000.t1.1.v5.5",0,0,10.6573215527317,10.7590756102968,1.90210912504496,0,20.3332472066765,0
"Cre07.g340050.t1.1.v5.5",7.20800945844126,243.898215087249,223.581725075017,269.628955445923,37.566655219638,216.586775304141,40.666494413353,46.5562723953201
"Cre07.g340100.t1.2.v5.5",0,73.0781168800745,21.536670637812,11.0036000559854,32.8113824070256,0,0,0
"Cre07.g340150.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g340150.t2.1.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre07.g340150.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g340200.t1.1.v5.5",2.05943127384036,0,81.9281594366248,94.2234197386598,100.811783627383,0.852703839780082,0,0
"Cre07.g340250.t1.1.v5.5",0,0,0.222027532348577,15.5680563755052,16.1679275628822,0,10.1666236033383,0
"Cre07.g340300.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g340350.t1.1.v5.5",555.016728299977,260.036299231598,564.616014762431,463.373824579828,514.520518324662,71.6271225415269,1616.49315293078,1873.88996391163
"Cre07.g340400.t1.2.v5.5",0,148.592170989485,13.099624408566,42.3027291041215,145.035820784678,130.463687486353,0,11.63906809883
"Cre07.g340450.t1.1.v5.5",3.08914691076054,97.4374891734326,67.2743423016188,57.5447528853753,56.1122191888263,277.128747928527,10.1666236033383,325.893906767241
"Cre07.g340550.t1.1.v5.5",5.1485781846009,0,8.6590737615945,14.3454341470624,9.5105456252248,0.852703839780082,0,0
"Cre07.g340600.t1.1.v5.5",457.19374279256,0,23.3128908966006,15.0790074841281,110.797856533869,0,0,0
"Cre07.g340650.t1.2.v5.5",275.963790694608,129.409165308465,18.872340249629,53.224821011544,32.3358551257643,104.88257229295,0,11.63906809883
"Cre07.g340700.t1.1.v5.5",0,0,0.444055064697154,0.652065188502836,0,0,0,0
"Cre07.g340700.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g340750.t1.2.v5.5",0,0,23.9789734936463,7.49874966778261,0,0,0,0
"Cre07.g340850.t1.2.v5.5",0,241.76677001158,63.499874251693,132.939790306016,40.8953461884666,0.852703839780082,0,0
"Cre07.g340900.t1.2.v5.5",1.02971563692018,64.8568287310661,70.6047552868474,145.736569630384,15.2168730003597,83.5649762984481,1799.49237779087,0
"Cre07.g340950.t1.1.v5.5",15.4457345538027,234.154466169905,23.9789734936463,17.0352030496366,33.762436969548,0,10.1666236033383,0
"Cre07.g341000.t1.1.v5.5",0,57.8535091967256,14.8758446673546,5.21652150802269,0.47552728126124,142.401541243274,0,0
"Cre07.g341050.t1.2.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre07.g341100.t1.2.v5.5",0,0.304492153666977,38.8548181610009,60.3160299365123,70.3780376266635,166.277248757116,0,0
"Cre07.g341100.t2.1.v5.5",0,0,7.77096363220019,21.6811675177193,26.6295277506294,61.3946764641659,0,0
"Cre07.g341150.t1.1.v5.5",0,1.82695292200186,9.10312882629165,8.39533930197401,0,0.852703839780082,1453.82717527737,0
"Cre07.g341153.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341154.t1.1.v5.5",0,0,0,0.978097782754254,0,0,0,0
"Cre07.g341250.t1.2.v5.5",1.02971563692018,49.6322210477172,29.0856067376636,13.7748771071224,16.6434548441434,3.41081535912033,0,0
"Cre07.g341251.t1.1.v5.5",0,0,0,1.05960593131711,0,0,0,0
"Cre07.g341300.t1.2.v5.5",0,0,47.735919454944,70.9935973982463,14.7413457190984,0,1829.99224860089,0
"Cre07.g341350.t1.2.v5.5",0,3.04492153666977,14.2097620703089,34.9669957334646,8.08396378144108,5.11622303868049,0,11.63906809883
"Cre07.g341550.t1.2.v5.5",0,83.1263579510847,74.3792233367732,61.5386521649551,106.993638283779,72.479826381307,0,0
"Cre07.g341551.t1.1.v5.5",0,0,3.10838545288008,0.652065188502836,0,0,0,0
"Cre07.g341552.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341553.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341554.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341555.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341556.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341600.t1.2.v5.5",0,0,4.21852311462296,2.11921186263422,2.3776364063062,0,0,0
"Cre07.g341600.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341650.t1.2.v5.5",0,0,23.9789734936463,34.3149305449617,14.7413457190984,0,0,0
"Cre07.g341700.t1.1.v5.5",1.02971563692018,84.3443265657526,20.2045054437205,7.58025781634547,0,0,0,0
"Cre07.g341750.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341800.t1.2.v5.5",0,0,6.43879843810873,3.17881779395133,0,0,0,0
"Cre07.g341850.t1.2.v5.5",0,0,19.5384228466748,30.239523116819,19.9721458129721,0.852703839780082,0,46.5562723953201
"Cre07.g341900.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g341925.t1.2.v5.5",17.5051658276431,83.1263579510847,12.4335418115203,5.70557039939981,0,100.61905309405,0,256.059498174261
"Cre07.g341950.t1.1.v5.5",0,0,0.222027532348577,5.05350521089698,1.90210912504496,0,0,0
"Cre07.g341952.t1.1.v5.5",0,63.3343679627312,18.2062576525833,70.015499615492,0,86.9757916575684,0,0
"Cre07.g342000.t1.1.v5.5",0,0,13.9877345379603,10.4330430160454,9.03501834396356,0,0,11.63906809883
"Cre07.g342050.t1.2.v5.5",1.02971563692018,0.304492153666977,71.7148929485903,90.8000774990199,234.434949661791,0,0,0
"Cre07.g342052.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g342100.t1.2.v5.5",0,0,5.55068830871442,13.7748771071224,3.32869096882868,0,0,81.4734766918102
"Cre07.g342150.t1.2.v5.5",352.162747826702,50.2412053550512,155.419272644004,111.014098342608,97.0075653772929,1.70540767956016,10.1666236033383,0
"Cre07.g342200.t1.2.v5.5",5.1485781846009,180.25935497085,13.3216519409146,49.3939380290898,79.4130559706271,0,0,0
"Cre07.g342250.t1.2.v5.5",167.843648817989,0,48.8460571166869,23.2298223404135,44.6995644385565,0,1352.16093924399,0
"Cre07.g342350.t1.2.v5.5",0,169.297637438839,99.2463069598138,94.4679441843484,88.4480743145906,137.285318204593,10.1666236033383,0
"Cre07.g342352.t1.1.v5.5",0,0,10.4352940203831,15.1605156326909,0,0,0,0
"Cre07.g342400.t1.2.v5.5",0,0.304492153666977,7.32690856750303,2.60826075401134,0,0.852703839780082,0,0
"Cre07.g342402.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g342450.t1.1.v5.5",0,1.82695292200186,14.2097620703089,10.1885185703568,6.65738193765736,2.55811151934025,71.1663652233678,34.9172042964901
"Cre07.g342550.t1.1.v5.5",0,0,0.444055064697154,7.49874966778261,0,0,0,0
"Cre07.g342551.t1.1.v5.5",0,0,21.3146431054634,5.70557039939981,0,0,0,0
"Cre07.g342552.t1.1.v5.5",0,0,60.83554386351,81.1821159686031,29.9582187194581,0.852703839780082,10.1666236033383,11.63906809883
"Cre07.g342600.t1.1.v5.5",0,0,0,2.6897689025742,0,0,0,0
"Cre07.g342650.t1.1.v5.5",0,0.913476461000931,9.10312882629165,10.0255022732311,10.4616001877473,0,0,0
"Cre07.g342700.t1.1.v5.5",0,0,0,1.54865482269424,0,0,0,0
"Cre07.g342700.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g342750.t1.1.v5.5",1.02971563692018,0,6.43879843810873,7.3357333706569,0,0,0,0
"Cre07.g342800.t1.1.v5.5",1.02971563692018,0.304492153666977,24.4230285583435,47.7637750578327,26.1540004693682,0,0,11.63906809883
"Cre07.g342850.t1.2.v5.5",8.23772509536144,0,10.6573215527317,11.4926489473625,13.3147638753147,18.7594844751618,0,0
"Cre07.g342900.t1.1.v5.5",0,0,4.88460571166869,2.77127705113705,0,4.26351919890041,0,0
"Cre07.g342920.t1.2.v5.5",0,0,2.8863579205315,7.82478226203403,0,115.115018370311,0,0
"Cre07.g342950.t1.2.v5.5",6.17829382152108,0,0,0.326032594251418,0,0,0,0
"Cre07.g343050.t1.2.v5.5",0,0,32.6380472552408,9.37343708472827,16.1679275628822,0,0,1070.79426509236
"Cre07.g343101.t1.1.v5.5",160.635639359548,84.6488187194196,99.2463069598138,93.8158789958455,183.078003285577,0,0,2083.39318969058
"Cre07.g343150.t1.1.v5.5",3.08914691076054,47.5007759720484,33.9702124493323,13.6118608099967,0.47552728126124,3.41081535912033,0,4550.87562664254
"Cre07.g343200.t1.2.v5.5",21.6240283753238,2.13144507566884,0,3.42334223963989,0.47552728126124,90.3866070166887,10.1666236033383,34.9172042964901
"Cre07.g343250.t1.1.v5.5",0,0,6.43879843810873,4.80898076520841,0,0,0,0
"Cre07.g343300.t1.1.v5.5",0,0,3.55244051757723,2.44524445688563,0,2.55811151934025,0,0
"Cre07.g343333.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g343333.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g343400.t1.1.v5.5",0,0.304492153666977,9.99123895568596,4.07540742814272,17.1189821254046,3.41081535912033,0,46.5562723953201
"Cre07.g343433.t1.1.v5.5",0,0,0.222027532348577,0.244524445688563,0,0,0,0
"Cre07.g343466.t1.1.v5.5",0,0,0,1.30413037700567,0,0,0,0
"Cre07.g343500.t1.1.v5.5",0,0,0,1.46714667413138,0,0,0,0
"Cre07.g343534.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre07.g343567.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g343600.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g343626.t1.1.v5.5",0,0,0,0.163016297125709,0,0,0,0
"Cre07.g343650.t1.1.v5.5",1.02971563692018,0,0,4.97199706233412,12.3637093127922,0,0,0
"Cre07.g343700.t1.2.v5.5",369.667913654345,284.091179371289,248.00475363336,135.548051060027,232.057313255485,263.485486492045,30.4998708100148,0
"Cre07.g343750.t1.2.v5.5",2.05943127384036,1.21796861466791,0.888110129394307,0.652065188502836,0,0,0,0
"Cre07.g343789.t1.2.v5.5",0,0,0,2.6897689025742,0,0,0,0
"Cre07.g343800.t1.2.v5.5",0,0.304492153666977,18.6503127172805,20.1325126950251,4.7552728126124,0,0,11.63906809883
"Cre07.g343850.t1.2.v5.5",0,78.2544834924131,11.1013766174288,10.107010421794,0,0,0,0
"Cre07.g343900.t1.2.v5.5",1.02971563692018,0,0,1.46714667413138,0,0,0,0
"Cre07.g343933.t1.1.v5.5",0,0,3.77446804992581,0.0815081485628545,0,0,0,0
"Cre07.g343933.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344000.t1.1.v5.5",0,0.304492153666977,18.872340249629,12.6337630272424,18.5455639691884,0,0,0
"Cre07.g344050.t1.1.v5.5",0,2.13144507566884,1.11013766174288,9.61796153041683,0,2.55811151934025,10.1666236033383,337.532974866071
"Cre07.g344100.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344100.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344100.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344150.t1.1.v5.5",0,0,12.4335418115203,8.06930670772259,0,0,0,0
"Cre07.g344172.t1.2.v5.5",9.26744073228162,0,0,4.23842372526843,0,0,0,0
"Cre07.g344186.t1.1.v5.5",0,0,0,1.30413037700567,0,0,0,0
"Cre07.g344200.t1.2.v5.5",4.11886254768072,0,13.099624408566,7.58025781634547,29.4826914381969,0,0,0
"Cre07.g344250.t1.1.v5.5",1.02971563692018,0,13.7657070056118,5.29802965658554,0.47552728126124,0.852703839780082,0,0
"Cre07.g344260.t1.2.v5.5",0,0,7.99299116454876,2.52675260544849,0,0,0,0
"Cre07.g344300.t1.2.v5.5",342.89530709442,0,19.9824779113719,12.3892385815539,5.23080009387364,0.852703839780082,0,0
"Cre07.g344350.t1.2.v5.5",0,79.167959953414,36.8565703698637,32.9292920193932,45.650619001079,0,0,0
"Cre07.g344400.t1.2.v5.5",25.7428909230045,48.4142524330493,60.6135163311615,88.2733248935714,31.3848005632418,3.41081535912033,0,0
"Cre07.g344450.t1.2.v5.5",2.05943127384036,0.304492153666977,27.3093864788749,9.53645338185397,9.5105456252248,0.852703839780082,0,0
"Cre07.g344500.t1.2.v5.5",0,29.5357389056968,8.43704622924592,2.93429334826276,0,118.525833729431,0,0
"Cre07.g344550.t1.2.v5.5",0,0,18.6503127172805,34.151914247836,20.9232003754946,0.852703839780082,1921.49186103093,3235.66093147475
"Cre07.g344600.t1.2.v5.5",1.02971563692018,0,4.88460571166869,8.39533930197401,0,0,10.1666236033383,0
"Cre07.g344634.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344634.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344668.t1.1.v5.5",10.2971563692018,0.304492153666977,0.222027532348577,3.66786668532845,0.95105456252248,0.852703839780082,40.666494413353,0
"Cre07.g344702.t1.1.v5.5",0,27.4042938300279,62.3897365899501,46.2966283837013,32.3358551257643,117.673129889651,40.666494413353,0
"Cre07.g344771.t1.2.v5.5",200.794549199435,0.304492153666977,23.7569459612977,7.00970077640549,0,0,0,0
"Cre07.g344800.t1.2.v5.5",0,0,0.222027532348577,0.0815081485628545,0,0,0,0
"Cre07.g344850.t1.2.v5.5",1.02971563692018,0,13.9877345379603,21.3551349234679,8.55949106270232,0.852703839780082,0,46.5562723953201
"Cre07.g344900.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g344950.t1.2.v5.5",1229.48047048269,150.11463175782,742.904123238338,481.387125412219,2554.53255493538,1066.73250356488,30.4998708100148,46.5562723953201
"Cre07.g345000.t1.1.v5.5",1.02971563692018,99.2644420954345,27.0873589465264,63.9838966218408,18.0700366879271,3.41081535912033,0,0
"Cre07.g345001.t1.2.v5.5",7.20800945844126,0,0,0.815081485628545,0.47552728126124,0,20.3332472066765,0
"Cre07.g345031.t1.2.v5.5",0,1.21796861466791,0,1.95619556550851,0,0,81.332988826706,0
"Cre07.g345050.t1.2.v5.5",0,0,6.6608259704573,23.5558549346649,8.08396378144108,0,10.1666236033383,0
"Cre07.g345100.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g345150.t1.2.v5.5",377.905638749706,0.608984307333954,8.43704622924592,19.4804475065222,68.4759285016185,2.55811151934025,0,2095.03225778941
"Cre07.g345200.t1.1.v5.5",0,137.02146915014,7.54893609985161,10.5960593131711,0,0,0,23.2781361976601
"Cre07.g345250.t1.1.v5.5",1.02971563692018,0,15.9859823290975,12.7967793243682,0.47552728126124,0,0,0
"Cre07.g345300.t1.1.v5.5",0,0,0.222027532348577,5.05350521089698,25.678473188107,0,0,0
"Cre07.g345350.t1.1.v5.5",2.05943127384036,59.9849542723945,0,7.98779855915974,0.47552728126124,0.852703839780082,0,0
"Cre07.g345400.t1.2.v5.5",130.773885888863,0,5.32866077636584,13.8563852556853,11.4126547502698,0,0,0
"Cre07.g345450.t1.1.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre07.g345450.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g345500.t1.2.v5.5",0,0,14.4317896026575,5.05350521089698,0,0,0,0
"Cre07.g345524.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g345550.t1.2.v5.5",0,0.608984307333954,13.9877345379603,12.4707467301167,0,0,0,0
"Cre07.g345600.t1.1.v5.5",0,0,11.3234041497774,4.31993187383129,0.47552728126124,0,0,104.75161288947
"Cre07.g345650.t1.2.v5.5",0,87.3892481024224,25.7551937524349,18.7468741694565,12.3637093127922,0,0,0
"Cre07.g345700.t1.2.v5.5",1.02971563692018,109.008191012778,61.0575713958586,28.2018194027477,56.1122191888263,0,0,0
"Cre07.g345750.t1.1.v5.5",0,7.61230384167442,6.21677090576015,2.28222815975993,11.888182031531,0,10.1666236033383,0
"Cre07.g345800.t1.1.v5.5",0,0,6.43879843810873,7.90629041059688,5.70632737513488,0,0,0
"Cre07.g345850.t1.2.v5.5",0,0,15.763954796749,7.90629041059688,7.1329092189186,0,0,0
"Cre07.g345900.t1.1.v5.5",1.02971563692018,0,16.8740924584918,16.1386134154452,0,0,20.3332472066765,139.66881718596
"Cre07.g345950.t1.1.v5.5",0,0,0,15.8940889697566,2.3776364063062,0,0,0
"Cre07.g346000.t1.2.v5.5",19.5645971014834,1.52246076833488,0,10.0255022732311,12.8392365940535,3.41081535912033,0,11.63906809883
"Cre07.g346050.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346050.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346100.t1.1.v5.5",0,0,37.3006254345609,31.4621453452618,64.1961829702674,0,10.1666236033383,0
"Cre07.g346150.t1.1.v5.5",1.02971563692018,71.2511639580726,0.444055064697154,9.53645338185397,0,88.6811993371286,0,0
"Cre07.g346200.t1.2.v5.5",0,54.1996033527219,8.21501869689734,2.60826075401134,0,0,0,0
"Cre07.g346250.t1.1.v5.5",6.17829382152108,2.13144507566884,7.99299116454876,8.88438819335114,9.03501834396356,0,0,0
"Cre07.g346300.t1.2.v5.5",0,0,3.99649558227438,3.99389927957987,0.47552728126124,0.852703839780082,0,0
"Cre07.g346317.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346317.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346350.t1.2.v5.5",0,0,5.55068830871442,5.05350521089698,0,0,0,0
"Cre07.g346350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346400.t1.1.v5.5",0,0,0,1.95619556550851,0,0,0,0
"Cre07.g346418.t1.2.v5.5",4.11886254768072,0,0.444055064697154,2.93429334826276,0,0,20.3332472066765,0
"Cre07.g346450.t1.1.v5.5",0,0,11.9894867468231,3.91239113101702,0,0,0,0
"Cre07.g346500.t1.2.v5.5",0,2.43593722933582,41.2971210168353,128.130809540807,41.8464007509891,159.455618038875,2958.48746857143,0
"Cre07.g346525.t1.1.v5.5",0,0,0,0.73357333706569,19.4966185317108,0,0,0
"Cre07.g346550.t1.1.v5.5",16.4754501907229,0,0,11.2481245016739,8.08396378144108,0,335.498578910162,0
"Cre07.g346600.t1.2.v5.5",0,3.04492153666977,10.6573215527317,7.82478226203403,17.1189821254046,0,0,0
"Cre07.g346650.t1.1.v5.5",0,48.4142524330493,22.4247807672063,17.0352030496366,19.9721458129721,0.852703839780082,0,0
"Cre07.g346672.t1.1.v5.5",1.02971563692018,0,0,0.652065188502836,0,0,0,0
"Cre07.g346698.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346698.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346750.t1.1.v5.5",0,0,1.77622025878861,1.63016297125709,0,0,0,11.63906809883
"Cre07.g346800.t1.2.v5.5",1.02971563692018,0,32.4160197228922,44.4219409667557,20.9232003754946,1.70540767956016,20.3332472066765,0
"Cre07.g346850.t1.2.v5.5",0,55.4175719673898,10.4352940203831,8.72137189622543,51.8324736574751,0,0,0
"Cre07.g346900.t1.1.v5.5",1.02971563692018,0,22.2027532348577,32.5217512765789,53.7345827825201,50.3095265470249,0,0
"Cre07.g346917.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346933.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g346950.t1.1.v5.5",0,0,13.7657070056118,32.3587349794532,37.566655219638,0,0,0
"Cre07.g347000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g347000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g347050.t1.2.v5.5",142.100757894985,89.2162010244242,11.3234041497774,33.9888979507103,31.3848005632418,92.944718536029,0,0
"Cre07.g347100.t1.2.v5.5",12.3565876430422,0,73.2690856750303,38.4718461216673,24.7274186255845,0,0,0
"Cre07.g347150.t1.2.v5.5",1.02971563692018,186.34919804419,40.6310384197896,34.151914247836,49.454837251169,110.851499171411,20.3332472066765,0
"Cre07.g347200.t1.1.v5.5",0,0,0,0.0815081485628545,0,0,0,0
"Cre07.g347250.t1.1.v5.5",0,0,0.222027532348577,4.31993187383129,0,0,0,0
"Cre07.g347300.t1.1.v5.5",0,0,0,1.71167111981994,0,0,0,0
"Cre07.g347350.t1.1.v5.5",0,0,0,0.407540742814272,0,0,0,0
"Cre07.g347350.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre07.g347400.t1.2.v5.5",0,0,0,27.6312623628077,0,0,0,0
